Time	Time.lo	Time.up	SegNo	SegId
0.536574573405947	0.318791672392389	0.627728253486026	1	1_4N_II
0.436667041161477	0.291504633775985	0.580516713095095	2	2_4N_II
0.380077434084186	0.246274210362973	0.444733597523099	3	3_4N_II
0.463146908900949	0.279910478872382	0.623303728341679	4	4_4N_II
0.446578758125037	0.261602182767847	0.607529601213191	5	5_4N_II
0.461589672141012	0.329753272287991	0.543173128666227	6	6_4N_II
1	6.74273033603997e-07	1	7	7_2N_II
0.455548781355282	0.280357920208435	0.631239917532711	8	8_4N_II
0.430371229852058	0.130304968770885	0.603302165235151	9	9_4N_II
0.377059132121217	0.268930445263091	0.472966348176688	10	10_4N_II
0.570174789974808	0.422547324893136	0.690056507182444	11	11_4N_II
0.511032981438728	0.379627307273833	0.659831477885495	12	12_4N_II
0.373410810670097	0.231771494386222	0.598562261228202	13	13_4N_II
0.344693618683154	0.0812407910930685	0.530252870512043	14	14_4N_II
0.324442016002382	0.124601962932123	0.671287187900965	15	15_4N_II
0.278476573462382	0.151177436375337	0.505278551490815	16	16_4N_II
9.42086571525887e-196	5.13865402650484e-196	0.454545454545455	17	17_2N_II
0.241675879287642	5.81041083017145e-08	0.607857262025011	18	19_4N_II
0.422665239694507	1.52818759824248e-13	0.735640942045106	19	20_4N_II
0.461417724983064	8.87552581669966e-22	0.850640490409279	20	21_4N_II
0.543002226066853	0.287056265782599	0.783250699976668	21	22_4N_II
