Time	Time.lo	Time.up	SegNo	SegId
0.716317338303257	0.249753945199852	0.94960657813872	1	1_4N_II
0.735531812357966	0.590559962012567	0.845133113744296	2	2_4N_II
0.584323268448196	0.346559756103492	0.751519027923746	3	3_4N_II
0.50072065467987	0.250283838074001	0.687567320329006	4	4_4N_II
0.639537269070677	0.417464939391316	0.827751911837287	5	5_4N_II
0.580735868448485	0.33093722922519	0.739880437409279	6	6_4N_II
0.76422921608005	0.396212776794476	0.925691023816119	7	7_4N_II
0.738006792660666	0.430083188646279	0.893944070756563	8	8_4N_II
0.690904245265929	0.321387309836461	0.98728931406988	9	9_4N_II
0.49538120223631	1.24215264609187e-27	0.966792071994737	10	9_2N_II
0.548589442757332	0.33351228101349	0.800265637982957	11	10_4N_II
3.19275573268609e-71	6.94121797246661e-185	0.811837641875714	12	11_4N_II
0.686936013307294	2.58557362606793e-31	1	13	11_2N_II
0.419400285184308	4.52617677152307e-05	0.708568802818476	14	11_4N_II
0.389835383954655	0.0229703392891481	0.585122680973423	15	12_4N_II
0.34851481603265	0.108049065170689	0.586608701364442	16	13_4N_II
0.659111817471994	0.395803283737206	0.845243601213521	17	14_4N_II
0.681664685299678	0.327364990342441	0.986969524178112	18	15_4N_II
0.821710017348921	0.323483078923427	0.9999999999992	19	16_4N_II
0.846310804423847	0.383209823534356	0.999999261747699	20	17_4N_II
0.523608995923715	4.93399169846024e-27	0.984960952792535	21	19_4N_II
0.497835937814108	0.166848391333832	0.804666072517918	22	20_4N_II
0.502860999900886	0.0405191938575843	0.999999657216307	23	21_4N_II
0.240104814225025	1.61756072521963e-24	0.7509531772024	24	22_4N_II
