Time	Time.lo	Time.up	SegNo	SegId
0.779266492703259	0.716349833161136	0.823524774009998	1	1_3N_II
0.781065455740293	0.758788654705145	0.793314537473674	2	2_4N_II
0.716751601102175	0.685130555986143	0.760235621240457	3	3_3N_II
0.797301067020656	0.769745562770158	0.810882517797741	4	4_4N_II
0.793517248309272	0.779538261105519	0.810086557013332	5	6_4N_II
0.854521392136284	0.832449652785527	0.896089947401537	6	7_2N_II
0.804762434129324	0.787285900568147	0.836221292357602	7	8_4N_II
0.613950759900723	0.512127382622168	0.640637688286341	8	9_4N_IV
0.78123200094495	0.717566066390557	0.820754205693456	9	9_4N_II
0.83842277019689	0.7468180150973	0.91468823893318	10	10_3N_II
0.820821548213986	0.786364492377942	0.835906913730764	11	11_4N_II
0.827534442649607	0.790226113379169	0.831639749681333	12	12_4N_II
0.754193376804264	0.68386197909762	0.802625078922267	13	13_3N_II
0.776536997193053	0.743197570189669	0.813936210002597	14	14_4N_II
0.800162471411371	0.755418367483127	0.846970056336029	15	15_4N_II
0.780306138906859	0.587597446706989	0.87003253114868	16	16_2N_II
0.828260718020693	0.77122121131345	0.866427724144294	17	17_4N_II
0.826942334298616	0.798011906603497	0.85829271478163	18	18_4N_II
0.824314676164281	0.754072161894882	0.869706394128253	19	19_4N_II
0.778693541957205	0.733297105222577	0.808107917867753	20	20_4N_II
0.830892438551255	0.76144810276729	0.853957891415713	21	21_4N_II
