Time	Time.lo	Time.up	SegNo	SegId
0.218245526822942	0.164874758361393	0.277783830608849	1	1_4N_II
0.221571838877539	0.169943393235333	0.264416145772764	2	2_4N_II
0.169126178862058	0.0775220820096375	0.360545821776263	3	3_2N_II
0.247456468806819	0.153255974191454	0.282917470111395	4	4_4N_II
0.129836709734836	0.0621361282607805	0.226026014149147	5	4_4N_II
0.404647070933482	1.61101213850792e-05	0.768867805834592	6	5_4N_II
1.13964219501983e-67	9.76836167159856e-68	0.142857142857143	7	5_4N_II
0.16901145777591	9.97916038530993e-47	0.531934507720827	8	5_4N_II
0.337741655892098	0.177622356360573	0.6154943370881	9	5_4N_II
0.0886894513031076	0.0234679244939384	0.14940096058914	10	5_4N_II
0.153373525863898	0.116410639254038	0.210204798645819	11	6_4N_II
0.243344858286783	0.166459339356061	0.323272857694491	12	7_4N_II
0.0533165417284123	0.00726088521657976	0.196856524206201	13	7_4N_II
1.27475697895671e-27	8.6370463409651e-35	0.604596210568864	14	7_3N_II
0.241815661976738	0.214967700771271	0.323836773511114	15	8_4N_II
2.84599676318231e-38	2.35530766608192e-38	0.172413793334013	16	9_4N_II
0.139294306769642	0.000519775832019573	0.454648923734346	17	9_4N_II
0.217458238814838	0.0928134032693048	0.367866283096324	18	9_3N_II
0.18332789877728	0.106400899267752	0.337304607685353	19	10_3N_II
0.114281748565538	0.0113287549070401	0.319415040538299	20	10_2N_II
0.149434416936357	0.0191424756190424	0.371382698056118	21	12_4N_II
0.197904723823669	0.0576165136646142	0.466719844620191	22	14_2N_II
0.457884942587186	4.66177161274761e-18	0.991354745870838	23	15_3N_II
0.27506465226895	6.86627900206655e-32	0.87589023330955	24	15_4N_II
0.391188039883058	0.169408825668437	0.63703890771858	25	15_2N_II
0.280543805765355	0.118979354392709	0.513225089098604	26	16_3N_II
0.46111624236257	0.0420761106345137	0.729374019548769	27	17_2N_II
5.14643559932215e-308	0	0.333333333333333	28	17_2N_II
0.0023543090772341	2.18378878171831e-18	0.534626062488256	29	17_4N_II
0.170335780887693	2.15636922705658e-20	0.613195828963529	30	19_4N_II
0.53247476190782	0.196732516047724	0.779232711353438	31	19_4N_II
0.269568575053746	3.03125220588743e-22	0.650059753369944	32	19_3N_II
2.07082710819484e-189	1.38055140546323e-189	0.333333333333333	33	20_3N_II
0.142737719366718	6.75516044179867e-37	0.407820192280019	34	21_4N_II
0.33854404455462	2.21038027952412e-48	0.809720630507906	35	22_3N_II
