Time	Time.lo	Time.up	SegNo	SegId
0.0584407577299182	0.00436560697158267	0.129045462336843	1	1_4N_II
0.00867676295599727	2.54047872080282e-47	0.149077538621269	2	2_3N_II
0.0355188629490669	0.00585823038271312	0.10372675837062	3	3_4N_II
4.39528583400786e-12	9.84254547477926e-20	0.103693926152308	4	5_4N_II
3.23906619252806e-39	1.14450881948774e-45	0.238119498456047	5	5_4N_II
0.000179148441191088	2.15700695782869e-14	0.0401987679675569	6	6_4N_II
0.0466263624924194	0.00428211253363573	0.120516681710943	7	7_4N_II
0.023886260003522	8.64898845119609e-42	0.09451178563516	8	8_3N_II
0.0347998418156816	4.09238265538918e-29	0.119263325747279	9	9_4N_II
1.25780810997109e-23	1.20115008699942e-23	0.0450452823426529	10	10_4N_II
7.67843021177651e-87	7.3196250616935e-87	0.0467289719626168	11	11_4N_II
0.0748870305100723	0.00499801011562699	0.197275325948934	12	12_4N_II
0.0796049689552978	1.44289675368504e-36	0.285233733036977	13	13_3N_II
0.103010296150317	3.19253244266986e-23	0.464434639898107	14	15_4N_II
2.78918207176622e-28	2.03204421144893e-52	0.297485538146068	15	15_4N_II
4.52779347709678e-308	2.01235265648746e-308	0.555555555555556	16	17_2N_II
0.0898799494650528	0.00918881516299118	0.338802611210142	17	18_4N_II
2.31290930331742e-69	2.10264482119765e-69	0.0909090909090909	18	19_4N_II
0.123416233880701	0.0442500578984035	0.282484095711532	19	20_4N_II
6.69770312680229e-78	5.45738773295001e-78	0.185185185185185	20	21_4N_II
0.0662326452640368	3.89144739573553e-42	0.342920195447265	21	22_4N_II
