Time	Time.lo	Time.up	SegNo	SegId
0.346319746494925	0.142643133619345	0.571822174658456	1	1_4N_II
0.20909123798992	0.00490735277076282	0.389307344080012	2	2_4N_II
0.170598444147302	0.00347833259981459	0.425042731337191	3	3_4N_II
0.313939992455107	0.108970019950491	0.524525566519744	4	4_4N_II
0.419727351106632	0.212795269050471	0.615253602164868	5	5_4N_II
0.258741316919894	0.0161760505189679	0.496158576536413	6	6_4N_II
0.190873660128606	4.7344729499231e-17	0.382171917704455	7	7_4N_II
0.227017454765119	0.0814983814628089	0.523443237817179	8	8_4N_II
0.55344898697329	0.0314217911160796	0.87494128224828	9	9_4N_II
0.186316010663705	2.430449678851e-36	0.492214954610796	10	10_4N_II
9.88652633371974e-48	4.81632303448488e-69	0.227272734484307	11	11_4N_II
0.338269022832309	0.118678110842907	0.668583045890992	12	12_4N_II
0.113894422371364	7.85626369321852e-11	0.444761701330512	13	13_4N_II
3.84998476108694e-95	2.7805445496739e-95	0.277777777777778	14	14_4N_II
0.407922296164678	0.1630703604345	0.603427872321037	15	15_4N_II
0.317863054564932	1.41108656042965e-17	0.789540744935535	16	16_4N_II
6.79467421514456e-308	0	0.640800674426005	17	17_2N_II
0.28074726750579	0.113108334038422	0.683737857690373	18	18_4N_II
0.439568275713356	0.183732399246924	0.834267645356744	19	19_4N_II
7.4750311451837e-252	3.73751557259185e-252	0.500000000002677	20	20_4N_II
4.97926159156607e-36	4.61627849267106e-39	0.732320973274495	21	21_4N_II
2.70378632054873e-69	1.35189316027436e-69	0.5	22	22_4N_II
