Time	Time.lo	Time.up	SegNo	SegId
0.21883761769483	0.0903647523252233	0.267050417337398	1	1_4N_II
0.579277995734943	2.92507250777782e-44	0.986850600153532	2	2_4N_III
2.84490749489387e-109	2.22644934382999e-109	0.217391304347826	3	2_4N_III
0.242130353574739	0.0667491910394177	0.440173284634897	4	2_3N_II
0.293645144628827	0.0261576420831252	0.47910452593378	5	3_3N_II
0.155646785929272	0.0318270098032907	0.25768035863486	6	3_3N_II
0.0527650702782651	1.21729053016644e-32	0.356791524741719	7	5_4N_III
0.220550031890648	1.87098013231544e-05	0.734167847899501	8	5_4N_III
0.149693874005638	0.100570859878823	0.261740110984654	9	6_4N_II
0.0996802947726145	6.61826802359005e-50	0.340055349245933	10	8_4N_II
0.143037279557161	0.00895673931204374	0.363918289896384	11	8_4N_II
0.405332121548842	0.0425941094526524	0.626939809399024	12	9_4N_II
0.188877414743019	0.026017997720392	0.453486692264946	13	10_4N_II
6.03815325646494e-14	1.0418966607252e-42	0.635139459594795	14	10_3N_II
0.0157270501193579	1.60660303565437e-07	0.206823933483547	15	11_4N_III
7.58168855889346e-101	5.58650735918466e-101	0.263157894736842	16	12_4N_II
1.24096566647119e-179	5.51540296209419e-180	0.555555555555556	17	12_3N_II
0.12575532908435	0.0485590704373782	0.272638915108652	18	13_4N_II
0.257135745074329	0.0923733662072694	0.411058102670908	19	14_4N_II
0.188479926290118	0.036510944440869	0.395908733805431	20	15_4N_II
3.27296932722892e-11	2.83067617490069e-11	0.221712177197928	21	16_4N_II
0.159213367653946	9.10209720665195e-70	0.58845600413728	22	17_2N_II
0.164899570302506	0.0467212721299478	0.341951626258338	23	18_4N_II
0.428961411301307	0.186043522058971	0.726015108933622	24	19_4N_II
0.481959784349839	0.0156379578302607	0.881503549506915	25	19_4N_II
2.91480592490702e-10	1.55522221028591e-48	0.293933958390904	26	20_3N_II
1.91321827140899e-102	9.56609135704496e-103	0.5	27	21_4N_II
0.142414596005485	0.0776806887302643	0.919047653768306	28	22_4N_II
3.42247881526659e-20	4.33397179831496e-35	0.496411411584148	29	22_4N_II
